ID,Name,Nationality,Overall,Value,Wage,Preferred Foot,Work Rate,Body Type,Position,Height,Weight,Release Clause,Year,in_2019,in_2020,in_2021,in_2022,in_2023,Age in 2019,Age in 2023,2019 Club,2020 Club,2021 Club,2022 Club,2023 Club,Total Clubs 2019-2023
214955,E. Mas,Argentina,72,€1.2M,€9K,Left,High/ High,Normal (170-185),Left Back,180cm,81kg,€1.8M,2023,1,1,1,1,1,29,33,Boca Juniors,Boca Juniors,Boca Juniors,Orlando City Soccer Club,Estudiantes de La Plata,3
204485,R. Mahrez,Algeria,86,€56.5M,€220K,Left,Medium/ Medium,Unique,Substitute,179cm,67kg,€104.5M,2023,1,1,1,1,1,27,31,Manchester City,Manchester City,Manchester City,Manchester City,Manchester City,1
199422,J. Clasie,Netherlands,75,€4.6M,€11K,Right,Medium/ Medium,Normal (170-),Centre Defensive Midfield,170cm,68kg,€6.9M,2023,1,1,1,1,1,27,31,Feyenoord,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,2
186351,L. Fer,Netherlands,74,€2.8M,€18K,Right,Medium/ High,Normal (185+),Left Centre Midfield,188cm,78kg,€5.6M,2023,1,1,1,1,1,28,32,Swansea City,Feyenoord,Feyenoord,Aytemiz Alanyaspor,Aytemiz Alanyaspor,3
198951,C. Bakambu,Congo DR,76,€6.5M,€38K,Right,Medium/ Medium,Normal (170-185),Substitute,182cm,73kg,€12.4M,2023,1,1,1,1,1,27,31,Beijing Sinobo Guoan FC,Beijing Sinobo Guoan FC,Beijing Sinobo Guoan FC,Beijing Guoan FC,Olympique de Marseille,3
221992,H. Lozano,Mexico,81,€28M,€69K,Right,High/ Low,Lean (170-185),Substitute,175cm,70kg,€47.6M,2023,1,1,1,1,1,22,26,PSV,Napoli,Napoli,Napoli,Napoli,2
188942,V. Wanyama,Kenya,75,€3.9M,€8K,Right,Low/ Medium,Normal (185+),Left Centre Midfield,188cm,79kg,€5.7M,2023,1,1,1,1,1,27,31,Tottenham Hotspur,Montreal Impact,Montreal Impact,Club de Foot Montréal,Club de Foot Montréal,3
205192,D. Suárez,Spain,79,€17.5M,€30K,Right,Medium/ Medium,Lean (170-185),Substitute,178cm,66kg,€36.8M,2023,1,1,1,1,1,24,28,Arsenal,RC Celta,RC Celta,RC Celta de Vigo,RC Celta de Vigo,3
178603,M. Hummels,Germany,84,€20M,€66K,Right,Medium/ Medium,Stocky (185+),Right Centre Back,191cm,94kg,€34.0M,2023,1,1,1,1,1,29,33,FC Bayern München,Borussia Dortmund,Borussia Dortmund,Borussia Dortmund,Borussia Dortmund,2
184575,R. Alessandrini,France,75,€3.6M,€14K,Left,High/ Low,Normal (170-185),Substitute,173cm,70kg,€5.6M,2023,1,1,1,1,1,29,33,LA Galaxy,LA Galaxy,Qingdao Huanghai F.C.,Qingdao FC,Shenzhen FC,4
210047,F. Schär,Switzerland,77,€8.5M,€69K,Right,High/ Medium,Normal (185+),Right Centre Back,188cm,84kg,€16.2M,2023,1,1,1,1,1,26,30,Newcastle United,Newcastle United,Newcastle United,Newcastle United,Newcastle United,1
195202,T. Cairney,Scotland,75,€4.6M,€49K,Left,Medium/ Low,Normal (185+),Substitute,186cm,84kg,€8.7M,2023,1,1,1,1,1,27,31,Fulham,Fulham,Fulham,Fulham,Fulham,1
168621,Z. eca,Greece,74,€2.1M,€19K,Right,Medium/ High,Lean (170-185),Substitute,182cm,67kg,€2.7M,2023,1,1,1,1,1,29,33,FC København,FC København,FC København,F.C. København,F.C. København,2
200647,J. Iličić,Slovenia,81,€12.5M,€65K,Left,Medium/ Medium,Lean (185+),Substitute,190cm,79kg,€21.3M,2023,1,1,1,1,1,30,34,Atalanta,Atalanta,Atalanta,Atalanta,Atalanta,1
235173,I. Sangaré,Côte d'Ivoire,81,€35.5M,€20K,Right,Medium/ High,Normal (185+),Centre Defensive Midfield,191cm,77kg,€52.4M,2023,1,1,1,1,1,20,24,Toulouse Football Club,Toulouse Football Club,PSV,PSV,PSV,2
221660,V. Lindelöf,Sweden,80,€21M,€105K,Right,Medium/ Medium,Lean (185+),Substitute,187cm,80kg,€41.5M,2023,1,1,1,1,1,23,27,Manchester United,Manchester United,Manchester United,Manchester United,Manchester United,1
169706,J. Cork,England,74,€2.1M,€34K,Right,Low/ High,Normal (170-185),Centre Defensive Midfield,184cm,75kg,€4.0M,2023,1,1,1,1,1,29,33,Burnley,Burnley,Burnley,Burnley,Burnley,1
240976,M. Saracchi,Uruguay,74,€6M,€9K,Left,High/ Medium,Normal (170-185),Left Wing Back,172cm,68kg,€10.1M,2023,1,1,1,1,1,20,24,RB Leipzig,Galatasaray SK,Galatasaray SK,RB Leipzig,Levante Unión Deportiva,3
212150,M. Meyer,Germany,71,€2.4M,€35K,Right,Medium/ Medium,Normal (170-185),Reserve,173cm,67kg,€4.7M,2023,1,1,1,1,1,22,26,Crystal Palace,Crystal Palace,Crystal Palace,Fenerbahçe SK,Fenerbahçe SK,2
224574,O. Pineda,Mexico,76,€9M,€1K,Right,High/ Medium,Normal (170-),Substitute,169cm,60kg,€20.5M,2023,1,1,1,1,1,22,26,Cruz Azul,Cruz Azul,Cruz Azul,Cruz Azul,AEK Athens,2
212196,P. Sisto,Denmark,68,€1.3M,€12K,Right,High/ Medium,Lean (170-185),Substitute,171cm,64kg,€1.7M,2023,1,1,1,1,1,23,27,RC Celta,RC Celta,FC Midtjylland,FC Midtjylland,FC Midtjylland,2
184387,J. Bostock,England,65,€600K,€3K,Left,Medium/ Medium,Normal (185+),Centre Defensive Midfield,188cm,84kg,€1.1M,2023,1,1,1,1,1,26,29,Toulouse Football Club,Nottingham Forest,Toulouse Football Club,Doncaster Rovers,Doncaster Rovers,3
231102,L. Blas,France,79,€25M,€28K,Left,High/ Medium,Normal (170-185),Centre Attacking Midfield,180cm,70kg,€51.9M,2023,1,1,1,1,1,20,24,En Avant de Guingamp,FC Nantes,FC Nantes,FC Nantes,FC Nantes,2
231943,R. icharlison,Brazil,81,€34.5M,€105K,Right,High/ Medium,Normal (170-185),Substitute,181cm,71kg,€68.1M,2023,1,1,1,1,1,21,25,Everton,Everton,Everton,Everton,Tottenham Hotspur,2
185221,L. Gustavo,Brazil,75,€1.9M,€32K,Left,Medium/ High,Normal (185+),Right Centre Midfield,187cm,78kg,€3.2M,2023,1,1,1,1,1,30,34,Olympique de Marseille,Fenerbahçe SK,Fenerbahçe SK,Fenerbahçe SK,Al Nassr,3
193425,H. Behrens,Germany,70,€1.3M,€7K,Right,Medium/ Medium,Normal (185+),Centre Attacking Midfield,188cm,82kg,€2.0M,2023,1,1,1,1,1,28,31,1. FC Nürnberg,1. FC Nürnberg,1. FC Nürnberg,F.C. Hansa Rostock,F.C. Hansa Rostock,2
222390,U. López,Spain,75,€7.5M,€19K,Right,High/ Medium,Normal (170-),Substitute,170cm,69kg,€16.3M,2023,1,1,1,1,1,22,26,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,Rayo Vallecano,Rayo Vallecano,2
226754,I. Bennacer,Algeria,82,€40M,€63K,Left,High/ Medium,Lean (170-185),Left Centre Midfield,175cm,70kg,€71.0M,2023,1,1,1,1,1,20,24,Empoli,Milan,Milan,AC Milan,AC Milan,3
188154,L. Holtby,Germany,71,€1.5M,€13K,Left,High/ Medium,Normal (170-185),Left Centre Midfield,176cm,72kg,€2.3M,2023,1,1,1,1,1,27,31,Hamburger SV,Blackburn Rovers,Blackburn Rovers,Holstein Kiel,Holstein Kiel,3
204472,B. Sarr,Senegal,73,€2.6M,€36K,Right,Medium/ Medium,Lean (170-185),Reserve,178cm,71kg,€4.3M,2023,1,1,1,1,1,26,30,Olympique de Marseille,Olympique de Marseille,Olympique de Marseille,FC Bayern München,FC Bayern München,2
238744,W. McKennie,United States,80,€31.5M,€90K,Right,High/ High,Normal (170-185),Left Centre Midfield,183cm,84kg,€55.9M,2023,1,1,1,1,1,19,23,FC Schalke 04,FC Schalke 04,Juventus,Juventus,Juventus,2
205965,S. Ristovski,North Macedonia,74,€3.6M,€850,Right,High/ High,Normal (170-185),Right Back,180cm,72kg,€7.9M,2023,1,1,1,1,1,26,30,Sporting CP,Sporting CP,Sporting CP,Dinamo Zagreb,Dinamo Zagreb,2
194761,B. García,Spain,74,€3.5M,€22K,Right,Medium/ Medium,Normal (170-185),Left Centre Midfield,175cm,72kg,€7.7M,2023,1,1,1,1,1,27,31,Girona FC,Girona FC,SD Huesca,Girona FC,Girona FC,2
214988,L. Miranda,Argentina,75,€5.5M,€19K,Right,Medium/ High,Normal (170-185),Right Centre Midfield,173cm,70kg,€8.3M,2023,1,1,1,1,1,24,28,Defensa y Justicia,Racing Club,Racing Club,Racing Club,Racing Club,2
183130,M. Albrighton,England,75,€4.5M,€63K,Right,High/ High,Lean (170-185),Right Midfield,175cm,74kg,€8.6M,2023,1,1,1,1,1,28,32,Leicester City,Leicester City,Leicester City,Leicester City,Leicester City,1
226491,K. Tierney,Scotland,81,€33M,€82K,Left,High/ High,Normal (170-185),Substitute,178cm,70kg,€65.2M,2023,1,1,1,1,1,21,25,Celtic,Arsenal,Arsenal,Arsenal,Arsenal,2
225523,L. ekue,Spain,75,€4.9M,€23K,Right,High/ Medium,Lean (170-185),Substitute,180cm,70kg,€10.3M,2023,1,1,1,1,1,25,29,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,1
228698,V. Kovalenko,Ukraine,71,€2.3M,€27K,Right,High/ Medium,Normal (170-185),Substitute,182cm,75kg,€6.3M,2023,1,1,1,1,1,22,26,Shakhtar Donetsk,Shakhtar Donetsk,Shakhtar Donetsk,Spezia,Spezia,2
178213,E. Capoue,France,80,€13M,€39K,Right,Medium/ Medium,Lean (185+),Right Centre Midfield,190cm,80kg,€27.3M,2023,1,1,1,1,1,29,33,Watford,Watford,Watford,Villarreal CF,Villarreal CF,2
212187,P. Max,Germany,77,€9.5M,€18K,Left,High/ Medium,Normal (170-185),Left Back,177cm,77kg,€13.3M,2023,1,1,1,1,1,24,28,FC Augsburg,FC Augsburg,PSV,PSV,PSV,2
211361,D. Cataldi,Italy,76,€7.5M,€38K,Right,Medium/ High,Normal (170-185),Centre Defensive Midfield,180cm,70kg,€13.3M,2023,1,1,1,1,1,23,27,Lazio,Lazio,Lazio,Lazio,Lazio,1
216700,M. Meza,Argentina,77,€10.5M,€53K,Right,Medium/ Medium,Lean (170-185),Right Midfield,181cm,80kg,€16.8M,2023,1,1,1,1,1,25,28,Monterrey,Monterrey,Monterrey,CF Monterrey,CF Monterrey,2
220018,A. Rebić,Croatia,80,€21M,€78K,Right,High/ Medium,Normal (185+),Substitute,185cm,78kg,€35.7M,2023,1,1,1,1,1,24,28,Eintracht Frankfurt,Milan,Milan,AC Milan,AC Milan,3
200536,N. Schulz,Germany,75,€5M,€42K,Left,Medium/ Medium,Normal (170-185),Reserve,181cm,83kg,€8.5M,2023,1,1,1,1,1,25,28,TSG 1899 Hoffenheim,Borussia Dortmund,Borussia Dortmund,Borussia Dortmund,Borussia Dortmund,2
198133,L. Bacuna,Curacao,68,€1.2M,€14K,Right,Medium/ Medium,Normal (170-185),Substitute,180cm,77kg,€2.3M,2023,1,1,1,1,1,26,29,Cardiff City,Cardiff City,Cardiff City,Cardiff City,Cardiff City,1
41236,Z. Ibrahimović,Sweden,82,€0,€63K,Right,Medium/ Low,Unique,Reserve,195cm,102kg,€6.3M,2023,1,1,1,1,1,36,40,LA Galaxy,Milan,Milan,AC Milan,AC Milan,3
207993,S. Kolašinac,Bosnia and Herzegovina,75,€4.9M,€32K,Left,High/ Medium,Stocky (170-185),Substitute,183cm,85kg,€9.3M,2023,1,1,1,1,1,25,29,Arsenal,Arsenal,Arsenal,Arsenal,Olympique de Marseille,2
192387,C. Immobile,Italy,86,€55M,€100K,Right,High/ Medium,Unique,Striker,185cm,85kg,€93.5M,2023,1,1,1,1,1,28,32,Lazio,Lazio,Lazio,Lazio,Lazio,1
190456,N. Clyne,England,74,€3.1M,€39K,Right,Medium/ High,Normal (170-185),Right Back,175cm,67kg,€5.9M,2023,1,1,1,1,1,27,31,Bournemouth,Liverpool,Liverpool,Crystal Palace,Crystal Palace,3
236792,T. Souček,Czech Republic,81,€28M,€75K,Right,High/ High,Lean (185+),Right Defensive Midfield,192cm,86kg,€55.3M,2023,1,1,1,1,1,23,27,SK Slavia Praha,West Ham United,West Ham United,West Ham United,West Ham United,2
199715,V. itolo,Spain,77,€8.5M,€47K,Right,Medium/ Medium,Normal (185+),Left Midfield,185cm,79kg,€6.3M,2023,1,1,1,1,1,28,32,Atlético Madrid,Atlético Madrid,Atlético Madrid,Getafe CF,Unión Deportiva Las Palmas,3
203505,J. Bryan,England,73,€2.8M,€40K,Left,High/ High,Normal (170-185),Substitute,173cm,75kg,€5.3M,2023,1,1,1,1,1,24,28,Fulham,Fulham,Fulham,Fulham,Fulham,1
232099,M. Grujić,Serbia,76,€9.5M,€14K,Right,Medium/ Medium,Normal (185+),Left Centre Midfield,191cm,88kg,€19.7M,2023,1,1,1,1,1,22,26,Hertha BSC,Hertha BSC,Liverpool,FC Porto,FC Porto,3
134744,A. Hutchinson,Canada,72,€750K,€22K,Right,Medium/ Medium,Lean (185+),Substitute,187cm,83kg,€1.5M,2023,1,1,1,1,1,35,39,Beşiktaş JK,Beşiktaş JK,Beşiktaş JK,Beşiktaş JK,Beşiktaş JK,1
232883,G. Shibasaki,Japan,69,€1.2M,€6K,Right,High/ Medium,Lean (170-185),Left Defensive Midfield,174cm,68kg,€1.9M,2023,1,1,1,1,1,26,30,Getafe CF,Deportivo de La Coruña,CD Leganés,CD Leganés,CD Leganés,3
177604,N. Monreal,Spain,79,€5.5M,€24K,Left,Medium/ Medium,Lean (170-185),Substitute,179cm,77kg,€11.6M,2023,1,1,1,1,1,32,35,Arsenal,Real Sociedad,Real Sociedad,Real Sociedad,Real Sociedad,2
224294,L. Cook,England,74,€6M,€37K,Right,Medium/ Medium,Normal (170-185),Right Centre Midfield,175cm,71kg,€12.5M,2023,1,1,1,1,1,21,25,Bournemouth,Bournemouth,Bournemouth,AFC Bournemouth,AFC Bournemouth,2
189860,K. Femenía,Spain,74,€3.1M,€24K,Right,High/ Medium,Normal (170-185),Substitute,174cm,61kg,€6.5M,2023,1,1,1,1,1,27,31,Watford,Watford,Watford,Watford,Villarreal CF,2
198658,F. Midtsjø,Norway,77,€10.5M,€62K,Right,Medium/ High,Normal (170-185),Substitute,175cm,68kg,€20.0M,2023,1,1,1,1,1,24,28,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,Galatasaray SK,2
206413,T. Stepanenko,Ukraine,78,€9.5M,€1K,Left,High/ High,Normal (170-185),Centre Defensive Midfield,181cm,76kg,€20.9M,2023,1,1,1,1,1,28,32,Shakhtar Donetsk,Shakhtar Donetsk,Shakhtar Donetsk,Shakhtar Donetsk,Shakhtar Donetsk,1
211269,G. Fernández,Argentina,76,€7M,€17K,Right,Medium/ Medium,Normal (170-185),Right Centre Midfield,178cm,75kg,€9.8M,2023,1,1,1,1,1,26,30,Racing Club,Boca Juniors,Boca Juniors,Cruz Azul,Boca Juniors,3
242444,J. Félix,Portugal,84,€68.5M,€78K,Right,Medium/ Medium,Unique,Left Striker,181cm,70kg,€154.1M,2023,1,1,1,1,1,18,22,SL Benfica,Atlético Madrid,Atlético Madrid,Atlético de Madrid,Atlético de Madrid,3
202335,E. Dier,England,80,€20M,€90K,Right,Medium/ High,Stocky (185+),Centre Back,190cm,90kg,€39.5M,2023,1,1,1,1,1,24,28,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,1
204259,S. Arias,Colombia,79,€15M,€51K,Right,High/ Medium,Normal (170-185),Reserve,178cm,72kg,€30.8M,2023,1,1,1,1,1,26,30,Atlético Madrid,Atlético Madrid,Bayer 04 Leverkusen,Granada CF,Atlético de Madrid,4
169416,C. Vela,Mexico,81,€16M,€14K,Left,High/ Low,Normal (170-185),Right Wing,177cm,77kg,€24.0M,2023,1,1,1,1,1,29,33,Los Angeles FC,Los Angeles FC,Los Angeles FC,Los Angeles FC,Los Angeles FC,1
212214,A. Solari,Argentina,74,€4.1M,€20K,Right,Medium/ High,Lean (170-185),Right Midfield,176cm,70kg,€8.6M,2023,1,1,1,1,1,26,30,Racing Club,Racing Club,Racing Club,RC Celta de Vigo,RC Celta de Vigo,2
201303,R. Falk,Denmark,76,€7M,€23K,Right,High/ Medium,Lean (170-185),Left Centre Midfield,177cm,65kg,€9.1M,2023,1,1,1,1,1,26,30,FC København,FC København,FC København,F.C. København,F.C. København,2
199652,D. Praet,Belgium,78,€14M,€79K,Right,Medium/ Medium,Normal (170-185),Reserve,181cm,78kg,€26.6M,2023,1,1,1,1,1,24,28,Sampdoria,Leicester City,Leicester City,Torino F.C.,Leicester City,3
198705,A. Najar,Honduras,70,€1.3M,€5K,Right,High/ Medium,Normal (170-185),Right Back,171cm,68kg,€2.0M,2023,1,1,1,1,1,25,29,RSC Anderlecht,RSC Anderlecht,Los Angeles FC,D.C. United,D.C. United,3
229585,M. Degenek,Australia,72,€2.2M,€6K,Right,High/ High,Normal (185+),Substitute,187cm,82kg,€3.5M,2023,1,1,1,1,1,24,28,Al Hilal,Free Agent,Free Agent,Free Agent,Columbus Crew,3
230225,H. Gaúcho,Brazil,81,€24.5M,€43K,Right,High/ Medium,Normal (170-185),Left Centre Back,181cm,82kg,€44.1M,2023,1,1,1,1,1,34,26,Cruzeiro,Cruzeiro,Free Agent,Clube Atlético Mineiro,Clube Atlético Mineiro,3
184144,N. Gaitán,Argentina,72,€1.1M,€8K,Left,Medium/ Low,Lean (170-185),Left Centre Midfield,174cm,66kg,€2.3M,2023,1,1,1,1,1,30,34,Chicago Fire,LOSC Lille,SC Braga,Club Atlético Peñarol,FC Paços de Ferreira,5
227508,M. elero,Spain,74,€4.2M,€12K,Right,Medium/ Medium,Normal (170-185),Left Centre Midfield,183cm,77kg,€6.7M,2023,1,1,1,1,1,24,28,SD Huesca,Levante UD,Levante UD,Levante Unión Deportiva,Levante Unión Deportiva,3
215076,L. Faravelli,Argentina,75,€5.5M,€1K,Right,Medium/ Medium,Lean (170-185),Left Centre Midfield,171cm,70kg,€12.1M,2023,1,1,1,1,1,25,29,Gimnasia y Esgrima La Plata,Independiente del Valle,Independiente del Valle,Independiente del Valle,Independiente del Valle,2
191180,J. Pastore,Argentina,76,€4.7M,€20K,Right,High/ Low,Lean (185+),Substitute,187cm,78kg,€9.9M,2023,1,1,1,1,1,29,33,Roma,Roma,Roma,Elche CF,Elche CF,2
213884,R. Christie,Scotland,74,€4.5M,€42K,Left,High/ High,Lean (170-185),Substitute,178cm,71kg,€9.0M,2023,1,1,1,1,1,23,27,Celtic,Celtic,Celtic,AFC Bournemouth,AFC Bournemouth,2
216409,M. Politano,Italy,81,€26M,€72K,Left,High/ Low,Normal (170-185),Right Wing,171cm,67kg,€44.2M,2023,1,1,1,1,1,24,28,Inter,Napoli,Napoli,Napoli,Napoli,2
212245,Y. Gerhardt,Germany,76,€7.5M,€42K,Left,Medium/ Medium,Normal (170-185),Reserve,184cm,81kg,€12.8M,2023,1,1,1,1,1,24,28,VfL Wolfsburg,VfL Wolfsburg,VfL Wolfsburg,VfL Wolfsburg,VfL Wolfsburg,1
150516,L. Podolski,Germany,72,€800K,€6K,Left,Medium/ Low,Normal (170-185),Right Forward,183cm,88kg,€1.1M,2023,1,1,1,1,1,33,37,Vissel Kobe,Antalyaspor,Antalyaspor,Górnik Zabrze,Górnik Zabrze,3
192505,R. Lukaku,Belgium,86,€68M,€200K,Left,Medium/ Low,Unique,Right Striker,191cm,94kg,€6.3M,2023,1,1,1,1,1,25,29,Manchester United,Inter,Inter,Chelsea,Inter,3
234035,O. driozola,Spain,78,€16M,€115K,Right,High/ High,Lean (170-185),Substitute,176cm,66kg,€34.0M,2023,1,1,1,1,1,22,26,Real Madrid,FC Bayern München,Real Madrid,Fiorentina,Real Madrid CF,4
152999,R. Palacio,Argentina,75,€1.9M,€24K,Right,High/ High,Lean (170-185),Substitute,176cm,70kg,€3.4M,2023,1,1,1,1,1,36,38,Bologna,Bologna,Bologna,Bologna,Bologna,1
209288,F. Mollet,France,76,€7M,€24K,Right,Medium/ Medium,Normal (170-185),Right Midfield,174cm,68kg,€12.6M,2023,1,1,1,1,1,26,30,Montpellier HSC,Montpellier HSC,Montpellier HSC,Montpellier Hérault SC,FC Schalke 04,3
230685,E. Akbaba,Turkey,73,€3M,€47K,Left,High/ Medium,Lean (170-185),Substitute,180cm,73kg,€5.7M,2023,1,1,1,1,1,25,29,Galatasaray SK,Galatasaray SK,Galatasaray SK,Aytemiz Alanyaspor,Galatasaray SK,2
189575,M. uniain,Spain,84,€41.5M,€49K,Right,High/ Medium,Normal (170-),Left Midfield,170cm,66kg,€87.2M,2023,1,1,1,1,1,25,29,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,1
218745,O. Ntcham,France,71,€2.2M,€18K,Right,Medium/ Medium,Normal (170-185),Substitute,180cm,80kg,€4.3M,2023,1,1,1,1,1,22,26,Celtic,Celtic,Celtic,Swansea City,Swansea City,2
153244,A. Gignac,France,81,€11M,€50K,Right,High/ Medium,Stocky (185+),Left Striker,189cm,85kg,€17.6M,2023,1,1,1,1,1,32,35,Tigres U.A.N.L.,Tigres U.A.N.L.,Tigres U.A.N.L.,Tigres U.A.N.L.,Tigres U.A.N.L.,1
223724,S. Lainer,Austria,77,€9.5M,€27K,Right,High/ High,Normal (170-185),Right Back,175cm,73kg,€16.2M,2023,1,1,1,1,1,25,29,FC Red Bull Salzburg,Borussia Mönchengladbach,Borussia Mönchengladbach,Borussia Mönchengladbach,Borussia Mönchengladbach,2
207566,W. Carvalho,Portugal,80,€17.5M,€28K,Right,Medium/ Medium,Normal (185+),Substitute,187cm,79kg,€36.8M,2023,1,1,1,1,1,26,30,Real Betis,Real Betis,Real Betis,Real Betis Balompié,Real Betis Balompié,2
233195,X. Schlager,Austria,80,€27.5M,€46K,Left,High/ High,Stocky (170-185),Right Defensive Midfield,174cm,78kg,€48.8M,2023,1,1,1,1,1,20,24,FC Red Bull Salzburg,VfL Wolfsburg,VfL Wolfsburg,VfL Wolfsburg,RB Leipzig,3
225201,Á. Berenguer,Spain,80,€23M,€33K,Right,High/ Medium,Normal (170-185),Substitute,175cm,73kg,€48.3M,2023,1,1,1,1,1,22,26,Torino,Torino,Torino,Athletic Club de Bilbao,Athletic Club de Bilbao,2
198706,L. Alberto,Spain,83,€35.5M,€74K,Right,Medium/ Medium,Lean (170-185),Left Centre Midfield,183cm,74kg,€60.4M,2023,1,1,1,1,1,25,29,Lazio,Lazio,Lazio,Lazio,Lazio,1
152729,P. iqué,Spain,83,€9.5M,€110K,Right,High/ Medium,Unique,Left Centre Back,194cm,85kg,€19.5M,2023,1,1,1,1,1,31,35,FC Barcelona,FC Barcelona,FC Barcelona,FC Barcelona,FC Barcelona,1
184501,M. Lang,Switzerland,70,€1.2M,€10K,Right,High/ Medium,Normal (185+),Right Back,185cm,79kg,€1.8M,2023,1,1,1,1,1,27,31,Borussia Mönchengladbach,SV Werder Bremen,Borussia Mönchengladbach,FC Basel 1893,FC Basel 1893,3
224656,O. Aina,Nigeria,74,€4.9M,€30K,Right,Medium/ Medium,Normal (170-185),Substitute,184cm,82kg,€9.2M,2023,1,1,1,1,1,21,25,Torino,Torino,Fulham,Torino F.C.,Torino F.C.,3
203980,K. Fortounis,Greece,79,€17.5M,€2K,Right,High/ Low,Lean (170-185),Reserve,183cm,70kg,€36.8M,2023,1,1,1,1,1,25,28,Olympiacos CFP,Olympiacos CFP,Olympiacos CFP,Olympiacos CFP,Olympiacos CFP,1
207807,R. Fraser,Scotland,76,€7.5M,€74K,Right,Medium/ Medium,Stocky (170-),Substitute,163cm,70kg,€14.3M,2023,1,1,1,1,1,24,28,Bournemouth,Bournemouth,Newcastle United,Newcastle United,Newcastle United,2
208787,A. Thomasson,France,77,€10.5M,€28K,Right,High/ High,Lean (170-185),Right Centre Midfield,177cm,72kg,€20.0M,2023,1,1,1,1,1,24,28,RC Strasbourg Alsace,RC Strasbourg Alsace,RC Strasbourg Alsace,RC Strasbourg Alsace,RC Strasbourg Alsace,1
220854,É. Gutiérrez,Mexico,76,€8.5M,€18K,Left,Medium/ Medium,Normal (170-185),Substitute,178cm,68kg,€12.5M,2023,1,1,1,1,1,23,27,PSV,PSV,PSV,PSV,PSV,1
229764,C. órdoba,Spain,73,€3.8M,€13K,Left,High/ Medium,Normal (170-185),Centre Attacking Midfield,180cm,76kg,€6.0M,2023,1,1,1,1,1,21,25,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,Go Ahead Eagles,Fortuna Sittard,3
216036,R. Delgado,Argentina,73,€2M,€11K,Left,High/ Medium,Normal (170-185),Substitute,178cm,70kg,€3.0M,2023,1,1,1,1,1,28,32,Defensa y Justicia,Club Atlético Colón,Club Atlético Colón,Club Atlético Colón,Club Atlético Colón,2
226110,N. Pépé,Côte d'Ivoire,79,€18.5M,€83K,Left,High/ Medium,Unique,Substitute,183cm,73kg,€35.2M,2023,1,1,1,1,1,23,27,LOSC Lille,Arsenal,Arsenal,Arsenal,Arsenal,2
205364,F. Novák,Czech Republic,72,€1.6M,€37K,Left,High/ Medium,Normal (170-185),Substitute,184cm,78kg,€3.0M,2023,1,1,1,1,1,28,32,Trabzonspor,Trabzonspor,Fenerbahçe SK,Fenerbahçe SK,Fenerbahçe SK,2
200759,J. Schlupp,Ghana,76,€7.5M,€51K,Left,Medium/ Medium,Normal (170-185),Left Defensive Midfield,178cm,72kg,€14.3M,2023,1,1,1,1,1,25,29,Crystal Palace,Crystal Palace,Crystal Palace,Crystal Palace,Crystal Palace,1
206651,R. Torres,Spain,76,€4.7M,€26K,Right,Medium/ Medium,Normal (170-185),Substitute,178cm,72kg,€9.9M,2023,1,1,1,1,1,29,33,CA Osasuna,CA Osasuna,CA Osasuna,CA Osasuna,CA Osasuna,1
201417,M. Doherty,Republic of Ireland,77,€9M,€69K,Right,High/ Medium,Normal (170-185),Substitute,182cm,87kg,€17.1M,2023,1,1,1,1,1,26,30,Wolverhampton Wanderers,Wolverhampton Wanderers,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,2
187702,O. El Kaddouri,Morocco,71,€1.5M,€900,Right,Medium/ Medium,Normal (185+),Reserve,185cm,74kg,€3.3M,2023,1,1,1,1,1,27,31,PAOK,PAOK,PAOK,PAOK,PAOK,1
225953,S. Bergwijn,Netherlands,80,€32M,€21K,Right,High/ Medium,Stocky (170-185),Left Wing,178cm,78kg,€47.2M,2023,1,1,1,1,1,20,24,PSV,Tottenham Hotspur,Tottenham Hotspur,Tottenham Hotspur,Ajax,3
230977,M. Almirón,Paraguay,78,€14M,€84K,Left,High/ High,Lean (170-185),Right Wing,174cm,70kg,€26.6M,2023,1,1,1,1,1,24,28,Newcastle United,Newcastle United,Newcastle United,Newcastle United,Newcastle United,1
233147,R. Oshima,Japan,70,€1.6M,€8K,Right,Medium/ Medium,Lean (170-),Substitute,168cm,64kg,€2.1M,2023,1,1,1,1,1,25,28,Kawasaki Frontale,Kawasaki Frontale,Kawasaki Frontale,Kawasaki Frontale,Kawasaki Frontale,1
202078,D. Nagbe,United States,75,€4.6M,€9K,Right,Medium/ High,Normal (170-185),Right Defensive Midfield,175cm,77kg,€6.9M,2023,1,1,1,1,1,27,31,Atlanta United,Columbus Crew SC,Columbus Crew SC,Columbus Crew,Columbus Crew,3
